Review,Class
"Me encanto la comida, el lugar super bonito, pero encontre que era poco la comida, o quizas tenia mucha hambre jajja pero bien en general",4
"Los aspectos positivos sobre esta propiedad para mí fue la buena comida y buen servicio al cliente. Las cosas negativas son las habitaciones y las salas de conferencias. Las alfombras todo hecho polvo y. Los acondicionadores de aire tienen dos velocidades, congelador y. La bañera necesitan ser cambiadas y los colchones son demasiado duras.",3
"Hotel muy viejo, y poco cuidado. Habitaciones sucias huele a humedad, moho una barbaridad. Te ponen las toallas rotas. El desayuno es lamentable. Comer o beber en el hotel es carisimo. Lo mejor la ubicación. Recomiendo comer a 100 mts del hotel en el bar asturias, muy bien decorado y precio asequible.",2
"No hay buen aislamiento de sonido,  entre las habitaciones que se pueden comunicar,  o sea las que tienen puerta intermedia Y se debe tener otra opción de piscina solo para adultos,  donde se de un ambiente más tranquilo. ",3
"Despues de estar en hoteles all inclusive de cayo guillermo y varadero, culminabamos con mi esposa una luna de miel maravillosa !! , nuestros ultimos dias concluian en el trip habana libre pero por decidia del operador freeway nos enviaron a esta posilga desvensijada, no lo recomiedo bajo nongun aspecto!! Solo si te interesa usarlo como punto estrategico para recorrer la habana vieja ya que su hubicacion es ideal; igualmente MALO !!",2
"Los mojitos aparte de ser caros son muy malos; vi como algunos de ellos en vez de echar zumo ""real"" de limón lo hacía con refresco de limón pero vaya tómese su foto para presumir y salga corriendo a otros lugares a tomar mejores y...Más",3
muy buena; a los cuartos les falta un reloj y el servibar deberia tener mas variedad. El check in podría ser mas sencillo ; el bar/ café del lobby no esta bien atendido. El restaurant abre a las 7 am pero el personal y la comida no está dispuesta a tiempo.,4
"He estado cenando en este restaurante durante años y siempre ha sido muy bueno. Tuve la desafortunada experiencia de comer allí en mayo 21,2015 . El camarero era incompetente. La bebida pedidos eran entregados incorrectamente. Todos los aperitivos, ensaladas y comidas salió incorrecto. Los aperitivos...calientes que eran correctos estaban fríos. Las órdenes de ensaladas era equivocada. Los platos principales varían desde mediocre a horrible. Una comida fue entregado a unos 10 minutos más tarde que el resto La dirección no importarles.
Así que aparte de la bala Mrs. Lincoln, ¿le gustan el juego???Más",1
"Nos pusieron hielera, pero sin vasos y no hay cafetera, del resto, estuvo bien, solo que había un tiradero de agua en el pasillo por las rendijas del clima y no tienen maquina de hielo, hay que bajar hasta el restaurante para pedir hielo",3
"Estuvimos junto a mi familia alojados 3 noches en este hotel y sin dudas volvería. En cuanto al edificio se encuentra en muy buenas condiciones, las habitaciones son muy cómodas y grandes; bien provistas con todo lo necesario. El desayuno que está incluído en la tarifa es muy completo y variado; hay para todos los gustos. Se encuentra frente al mar con una vista espectacular y en la zona Vedado que es una de las mas conservadas y bonitas de la ciudad. Lo unico que le critico negativamente es que no se encuentra muy cercano a la Habana Vieja, en donde hay muchos mas puntos de interés; pero para compensar el hotel dispone de un servicio de omnibus gratuito que en diferentes horarios te lleva y te trae de vuelta al hotel.",4
"en la caminata por la vieja habana, pasas y la ves...no es nada fuera de lo comun... una plaza con una iglesia grande...una estatua...sacas la foto y seguis viaje.",3
"Está bien vale la pena luchar su camino en el tráfico notorio de Bogotá a visitar esta bonita iglesia. Tome el teleférico hasta la cima para disfrutar de unas magníficas vistas de esta alborotada, crazy ruidosa ciudad maravillosa. Hay un montón de puestos en la cima que vende todo tipo de mercancías y souvenirs, así como comida y bebida. Vaya!",5
"El hotel tiene todo lo necesario para ser agradable: ubicación, historia, hermoso vestíbulo, pero por desgracia está muy mal cuidadas. Pasamos una noche sin aire acondicionado, ascensores funcionaban irregularmente, restaurante y bar-piso estaban cerrados, piscina estaba sucia y duchas no funcionaba. Además, el desayuno buffet era realmente de mala calidad.",2
Hola el día 30 de marzo del 2018 fui a visitar el restaurante el lingote  claro al visitar el horno 3 la comida se ve excelente pero lo que té sirven es muy poco al precio que pagas yo té recomiendo una Botana y una...Más,3
"Sábado 5:30pm, todo el lugar vacío, llego con mi hijo a comer algo y me niegan una mesa por que está reservado todo el restaurante. ¡Que absurdo!",1
"Este es uno del los restaurantes tradicionales en Monterrey, tiene muy buen servicio, en mi opinión la carne es de primera con muy buen sabor ya que la asan en leña de mezquite, la ensalada de la casa excelente no pueden dejar de pedirla.",4
"Fui a cenar con mi Novia y todo bien hasta cierto momento, buen servicio, buenos platillos y buen vino. los precios ligeramente arriba de lo que se ofrece pague una cuenta de $2,500 ya con una propina que había incluido el 20% porque hasta el...Más",2
"Hotel muy céntrico, a 2 calles de la catedral. Patio interior muy bonito. Eso es todo lo bueno del hotel... El resto es malo. Relación calidad precio pésima. No wifi gratis. Desayuno Buffet muy pobre. Personal poco atento. Habitación sin ningún lujo para el Precio y categoría que tiene.  En resumen .. No volvería nunca.",2
"Llegamos a las 6pm (checkin 3pm). No estaba lista la habitación. Tenía humedades, olor a pintura, hongos en el enchape que cubre la bañera, nevera no servía y no tenía agua caliente. Gimnasio y turco fuera de servicio. Todos los días cuando pasaba por recepción veía gente quejándose y alegando con el personal. La habitación de mi tío tampoco estaba lista... solo hasta las 9pm lograron llevarle las camas adicionales ya que eran 3 adultos y un niño y solo había una cama en la habitación... en la habitación de mi prima a las 5am los despertó una gotera que caía en toda la mitad de la cama (por lo menos los cambiaron de habitación). Nos encontramos una pareja que va dos veces al año y nos mencionó que hotel estaba en pésimas condiciones, que no sabían que había pasado desde marzo…",1
Desde este punto puedes admirar la ciudad virreynal y elegir a cual lugar quieres ir a conocer dentro de la misma.,5
"Una experiencia única, entras al mundo salvaje en un segundo y de pronto ves los animales que tiene, impresionantes rinocerontes, tigres, leones, jirafas!! todo un espectáculo!!",5
"Con este tipo de transporte se incentiva a dejar el automóvil en casa. Es muy económico, te recomiendo tramitar la tarjeta cívica, es gratis la primera vez que la tramitas, te conviene si vas a usar el metrocable muchas veces, las tarifas son más baratas que los viajes tradicionales. No dejes pisar la raya amarilla, la gente es muy ordenada y hay mucha seguridad, los vagones son muy amplios. Disfruta el paisaje en el teleférico. Ojalá hubiese un sistema así en cada ciudad del mundo. ",5
"Pedí la habitación adornada xq íba a festejar con mi esposa nuestro aniversario, pedí la habitación adornada para las 1130 PM a manera de sorpresa. Nosotros estabamos dentro de la habitación a las 8 preparandonod para ir a cenar y llegaron con todo, porsupuesto que mataron la sorpresa. Luego a las 1130 que llegamos, estaba adornado todo y cuando estabamos en un momento muy bonito, llegó el mesero a las 12 AM con la botella de vino espumoso, las fresas y todo lo q ya debería estar ahí. Al otro día en la mañana, 30 mins para que nos dieran mesa en el desayuno, 20 minutos de fila en el buffet y 25 mins para el segundo plato. Se les paga lo suficiente para cuidar estos detalles.",2
"hermoso fuerte en el centro del puerto de veracruz, desde donde se vigilaba la llegada de los barcos y donde se defendió el puerto de invasiones",4
"Bonita experiencia el conocer un lugar tan histórico como este, reconocido como una maravilla moderna. Deberían unificar los dos cobros que te hacen al ingresar (dos ventanillas) y dobke chequeo al ingresar. Se podría tambien mejorar las áreas de acceso al público para mayor comodidad.",4
"Para los amantes del buen comer hay excelentes cortes de carne, una gran variedad de alimentos y la especialidad la coliflor fruta como entrada para compartir. Aún cuando no te guste el sabor cambia al ser frita no dejes de probarla",5
"La atención de la gente q ahi trabaja no se compara con ninguno!
Son increíbles en todo!!! El concierge está siempre al pendiente de ti, la comida deliciosa y su playa es increíble!
Sin duda regresamos!",5
"Pésima experiencia, nos alojamos por 4 días al principio todo bien y ya al segundo dia la gente super grosera, no le tomamos mayor importancia puesto que íbamos a disfrutar pero al tercer día uno de nuestros moviles se quedo en la habitación nos percatamos después de un rato y me sorprendió que en WhatsApp estaba en línea, lo rastreo y veo que esta en el hotel regresamos a buscarlo y ya no estaba obviamente, lo reporte y obviamente nadie vio nada, la única persona que entró fue la recamarera a las 12:10, a las 12:20 esta la conexión en WhatsApp, lo apaga, ella sale de turno 14:00 y 14:05 esta la siguiente conexión, obviamente el hotel se lava las manos se contradicen dicen que su gente tiene más de 20 años cuando la chica que hizo la habitación un dia antes tenia no más de 25 años y ni una disculpa ni nada nos ofrecieron, y lo peor es que cuando entran ellos a revisar la habitación mueven colchones y estaba infestado de cucarachas, ocea que además de ratera no hace bien su trabajo de limpieza, el último día uno de los huéspedes se acercó y me comento que tuvieron el mismo problema de robó, obviamente no recomendaría este hotel, es lindo y está cerca de todo pero muy mal con el personal, que además se burlaban de nosotras puesto que somos una pareja de dos mujeres…",1
"Hospedarse en este hotel fue una experiencia única ya que se percibe un nivel de hotel muy alto, desde las instalaciones de su lobby, de su restaurant y terminando en sus habitaciones. La atención de su personal es excelente y se nota que todos tienen la intención de hacerte pasar una muy cómoda estancia. La habitación en el 4 piso esta muy bien aislada del ruido, se puede estar muy agusto. Este hotel tiene todas las comodidades de un hotel de gran turismo y ofrece las condiciones para poder trabajar como en la oficina ya que su conexión a wifi es excelente y gratis para quienes se hospedan.",5
"Solo pase a tomar un mojito. El bar está abarrotado de gente y con (buena) música en vivo. 
Pero mojito era malo para lo que cobraron. En otros bares es mucho mejor y más económico",2
"Nuestra visita a El Parian era disappointng debido a las artesanías baja calidad que se ofrecen. La variedad es grande aunque: textil, cerámica, cuero, etc. , pero en el segmento de bajo precio y calidad.",3
"La comida muy buena, los postres exquisitos. La atención de los mozos en general muy buena, el mozo destacado es Antonio, muy atento y predispuesto a servir,  incluso te prepara las bebidas naturales que el muchacho de la barra -Juan Carlos-  no quiere hacer.",1
"Me encantó esta visita, una mirada a la historia de Colombia, es bastante grande así que recomiendo visitarlo durante las primeras horas del día.",5
"El lugar no es categoría para museo, no es apto para niños y personas sensibles a cosas muy impresionantes, la verdad no lo recomiendo si vas con niños menores de 12 años, sugiero leas antes de ir para que veas imágenes en Internet de lo que hay ahí, ya que no son agradables de vista y es algo muy impactante ya que son personas muertas. Nosotras llevamos a mi bebé y nos salimos a los 2 min es algo que no es apto para menores. Además el lugar esta descuidado.",1
Al ser un edificio de construcción redonda el ruido del lobby se escucha en todas las habitaciones.   El personal de recepción no atiende a llamado la para solucionar temas graves   No recomiendo este hotel,1
"Es un hotel que está fantástico en relación calidad precio. Las habitaciones son muy ámplias y muy limpias. El servicio perfecto. El desayuno tiene una variedad inmensa y con mucha cantidad hasta las 10 de la mañana. Tiene una animación nocturna bastante aceptable, tanto la plana 25 del hotel como uno de la sala ""las cañitas"". Mi habitación estaba en el piso 13 y las vistas a la ciudad y al Malecón y el mar eran increíbles, además de que parece ser que las habitaciones inferiores a la planta 10 tenían algo de humedad, por lo que te recomiendo que si puedes pide las habitaciones en pisos altos. Una aventura que vivir es subirse en el ascensor del Hotel, no apto para cardiacos ;P El balance personal es muy bueno. Todo el grupo quedó muy contento",4
"¡Que gran decepción!

Comida sobre valuada, menu básico, exceso de ruido y servicio regular
 
Las instalaciones son muy bonitas e inspira a pedir una botella a la mesa, el problema viene cuando el mariachi y el grupo norteño empiezan a tocar al mismo tiempo y...Más",1
La habitación es amplia y limpia. la atención del personal es buena. El servicio de limpieza funcionó correctamente. El desayuno da varias opciones que son normales. El servicio de transporte al evento funcionó correctamente.,4
"Hemos estado tres días en ese hotel y la experiencia ha sido mala no malísima nos dieron Una habitación cuando fuimos a ducharnos después del largo viaje mi amiga pilar salió escaldada no funcionaba el agua fría nos cambiaron de habitación y me tocó a mí ducharme y no funcionaba el agua caliente  había pelos y el suelo sucio no pasaban la mopa, los armarios no encajaban las puertas ",1
Todo perfecto  con una vista espléndida al mar. La mejor piscina de la Habana. recomendable super. El staff es de lo mejor. Siempre volvemos a este. Las habitaciones son muy amplias.  También  es de lo mejor el desayuno.  Magnifico hotel. Ahora tiene  Internet ilimitado gratis en todo el hotel.,5
"Aprendimos un poco acerca de la historia de Cartagena desde el audio de la visita en el castillo. Es mucho más grande de lo que parece desde la calle.Vimos una larga cola para comprar los billetes, luego vimos la ventana para el audio tours estaba vacío. Ahórrate 15 minutos y los billetes de comprar y el audio de la visita.Cuando termine la excursión a pie directamente al otro lado de la El Castillo Mall y conseguir algunos helados. Bonito centro comercial, todos los residentes de la ciudad, a pocos pasos de distancia.",5
"Es precioso!! Muy padre, solo cuidado con los vendedores que te engañan con los precios adentro... Te llaman ofreciéndote una ganga y cuando vas a pagar te dicen el verdadero costo. Casi caigo! Vi a varios extranjeros siendo timados, una lástima, por que se deja en mal a nuestro país por unos cuantos.",5
Hicimos una excursión por la ciudad en nuestra excursión a la costa y visitamos la ciudad amurallada. Es un lugar muy interesante para caminar y visitar. También visitamos el Museo Naval.,4
"Somos de Nueva York. Quizás un poco altas expectativas para la buena cocina. Todos nosotros nos sentimos decepcionados por la calidad de la comida en el lugar 50 dólares por persona en Cuba. Fue uno de los mejores restaurantes de la Habana. Muchas celebridades visitado...aquí. Nos dieron una de menú de degustación, dos tapas y dos platos principales. Tengo que decir que la comida no era tan bueno como esperábamos. especialmente no es bueno para los platos principales y el postre. Sólo tapas estaba bien.Más",3
La verdad me gusto este lugar lo que no me gusto fue ese precio esta exagerado me pareció una exageración no niego la calidad pero inclusive el mesero me pareció muy bastante desentendido de mi meso malo porque me recomendaron mucho ese lugar,4
"Fuimos en mi luna de miel, y este lugar fue una gozada, al principio estaba un poco preocupado porque mi boda estaba increíblemente cerca de Spring Break, pero me sorprendió. Me encanta la energía juvenil este lugar atrae sin en el último comportamiento, no adolescentes puking borrachos o estudiantes universitarios a la vista. Este era un lugar muy familiar centrado y mientras todo el mundo estaba gozando nadie hizo un super tonto de sí, definitivamente volvería aquí en un abrir y cerrar de ojos.",5
"El guacamole junto a la mesa, una fantástica selección de cocina mexicana y californiana / mexicana, y una buena selección de vinos junto con un servicio atento y afectuoso hicieron que este sea memorable.",5
"El museo es genial para aprender acerca de la historia de El Dorado y lo que los españoles no encontrar oro en Colombia. Muy bien y muy bien decoradas. La zona que rodea el museo podrían ser peligrosos, ten cuidado con tus cosas, no dejes que extraños tome la fotografía o perder su equipo. Hay algunas tiendas alrededor del museo que venden artículos de oro y esmeraldas. No es un buen lugar para comprar ese tipo de artículo. Es muy probable que te perderás antes de llegar a la vuelta de la esquina, ladrones y sus miradores son siempre merodeando por turistas a comprar esos artículos. Ten cuidado alrededor de la zona de los museos, un montón de artistas callejeros traer su propia gente y una vez turistas rodeado han robado. Ir, ver el museo y salir de la zona.",4
"Nos alojamos aquí como parte de unas vacaciones de tres noches con Thomson, es sin exageración de la individual peor hotel en el que me he alojado. La recepción es agradable y te conducirá a una falsa sensación de seguridad, la zona de bar y restaurante no están mal, pero en un choque cuando sales del ascensor, está sucio, muy malolientes y las habitaciones son como una piedra de regreso al hotel una desagradable 70 de benidorm ganga. De ninguna manera debe ser un hotel de 4 estrellas en cualquier parte del mundo está en mejor suerte de 2 estrellas. La caja de seguridad no funcionaba de cumplir con otras 4 parejas cuya caja fuerte no funcionaba bien. Los baños estaban sucios con la ducha mound por todas partes, era una broma no había suficiente presión para mantener en…",1
"Es un hotel con buena ubicación, me gusta que tiene estacionamiento, de rápido acceso y muy cercano al centro. Mi hotel predilecto cada que viajo a Puebla. además las habitaciones están muy equipadas con instalaciones eléctricas pensadas en personas que usamos mucho la computadora y el teléfono.",4
"Un museo fuera de lo común , puedes observar infinitas obras históricas realizadas con oro . Puedes tomarte un café y está en El Centro de Bogotá cerca de otros lugares turísticos . Visitado en el 2013",4
"Comida tradicional cubana de calidad y sin complicaciones. Relación Calida precio imbatible. Personal amabilísimo y muy eficiente. Hay que ir si visitas el centro histórico en plena plaza de la catedral, pero reserva con antelación!!",5
Lindas vistas de la ciudad y un pantallaso sobre la historia de Cartagena. Ir por la tarde cuando no haga tanto calor,4
"Lo que quiero decir primero el resort en sí es algo que contemplar. Nos llevaron a nuestra suite master después de tener que esperar 2 horas después de registrarnos. Que estaba bien. Nos sentamos en el patio y bebimos más guay después de un almuerzo.

Nos quedamos aquí en 2006 y estaba saturada por el servicio excepcional en el rrestaurants y la piscina. Esta vez fue otra historia y, francamente, estuve sorprendida.

Nos cuidadosamente planeado nuestra desgaste de complejo en la sugerencia de complejos. No de desgaste formal, pero desgaste del complejo y cuando vimos personas dejaron entrar en el restaurante pesados jeans y algunos en shorts y me molestó.

Otra cosa que era agradable no estaba niños corriendo a través de restaurantes en las 9 pm por la noche. Me gusta niños, pero si un complejo tiene reglas sin niños en las habitaciones de comedor después de un tiempo X. Deberían honestía. No me gusta intentando hablar con mi marido, tienen una noche romántica con niños subiendo (literalmente) pasado nuestros pies y mesa.

Me vino a este complejo para descansar y relajarse y que tienen que cambiar de 06 a 07 era molesto. Parece ser que coger la cola de perdiendo su servicio bien conocido.

En la piscina, aunque nos propina y darle propina, que tuvo que ir al bar nosotros para obtener las bebidas. Una vez en el chico awhile a nosotros. Por último año que estaban allí, rellenaran inmediatamente.

Si no me alojé aquí antes no te das cuenta sobre todo el servicio es otro hoteles superiores. Sin embargo, que ver esto como algo de las va a equivocados.

La habitación era precioso, el servicio excepcional y con el servicio limpieza cada noche.

Servicio de habitación era perfecto para nosotros poder pedir Mimosas antes de ir al desayuno.

El complejo es fantástico, pero estoy harto que ha perdido el nivel de servicio. Una vez tuve. Lo que hacía el premio de 5 diamante móviles que no sé pero supongo que lo que visitamos antes de la nueva dirección tomar.

Hicimos a través del juego presentación multipropiedad pero decidimos $55,000 era más de lo que quería pagar para alojarme en hoteles arrancan de la World. Sin embargo para ser justos, Roy el hombre que tenía la presentación no era una venta es difícil y nos lo agradecieron.

Volveremos algún día pero no exictement con una vez tuvimos con el complejo.

Ve experiencia y te no saber la diferencia a menos que me alojé antes que el nuevo gerente.",2
"Fuimos un grupo de ieight fue reservado por nuestro tour rep para nosotros, no estábamos seguros de lo que podíamos esperar. La comida estaba muy buena, pero, aun así, hay que recordar que es Cuba y algunos de los platos disponibles no fue una experiencia...total contraste con la pobreza y la ración tiendas disponibles para los habitantes de la zona.
La comida más cara que comer en Cuba, pero no es caro para los estándares británicos.
Tenía algunos famosos comiendo allí mientras estábamos allí, todo esto añadido a la ocasión.Más",4
"Es un hotel muy grande, con muchos lugares para conocer, solo estuvimos dos noches, y en el dia aprovechamos a conocer la habana, de esta manera quiero aclarar que es un lindo hotel, pero si vas en pareja y tan pocos dias, como en nuestro caso no lo aprovechas! Aprovechen los buffets que hay en el mismo edificio, sobre todo en planta baja y en la esquina de la manzana, porque se come muy bien y barato! Aprovechen los restaurants del edificio, porque se come muy economico y mejor que afuera en la Habana. Nosotros estuvimos en un 5 piso, y daba al contrafrente, de no ser porque llovia, es una muy buena vista de la ciudad.",3
"El peor restaurante de la calera, cucaracahas, goteras por todo el sitio, precios exorbitantes, los vidrios rotos (esto puede ocasionar un accidente) precios exagerados para comida tan corriente, el personal indica que el 10% de servicio que el cliente paga no se lo dan a...Más",1
"No vagar largo pero fue un agradable paseo por la plaza, visitar la fuente de mármol y ver el antiguo monasterio.",4
"Me alojé aquí por 3 noches. He leído todas las críticas antes, y tengo que decir, que necesitan comprender que estás en Cuba y no un europeo o americano hotel 5 estrellas puede ofrecer con todo. El hotel es viejo, sí. La estancia fue muy amable y dispuesto a ayudar. El piso superior tiene una gran vista. Y sí, necesitas un taxi para ir a la Habana Vieja. cuesta 6 CUC  Creo que si esperas un hotel de 5 estrellas moderno y lujoso, entonces mejor no ir a Cuba. Las camas están limpias cada día y de toallas limpias y frescas. Así que no hay problema.  feliz viaje : -)",3
"Excelente ubicación y servicio, es tranquilo, tiene mucha zona verde, se puede disfrutar a plenitud de todo lo que ofrece el Hotel.  Una sugerencia en los restaurantes que se reservan en la noche deberían incluir un menú infantil.",5
"A pesar de que llegamos y no había luz, pero se solventó enseguida, todo lo demás estuvo genial. La habitación grande y espaciosa, actuaciones nocturnas muy agradables, la situación muy buena también, al lado del malecón y la zona de la habana vieja, el Capitolio, el Bufet del desayuno abundante y variado. Sin duda, lo mas destacable, el personal del hotel, desde recepción, camareros, limpiadoras... Y el director del hotel, de origen francés Jean, que tuvo la amabilidad de invitarnos a desayunar el último día en la planta 9, zona con vistas impresionantes, muchas gracias. Sin duda volveriamos!",5
"si bien es un hotel limpio, y el lugar de ubicación es excelente. la relación precio calidad, dista mucho de lo que ofrece. las habitaciones viejisimas, no pueden tener los muebles más amontonados. ni siquiera tenian tarjeta de internet. por el precio que sale, buscar otras opciones",2
"Fue un cambio de último minuto para ir a Puerto Vallarta este viaje, así que tuvimos tiempo limitado para investigar un nuevo hotel. salto de parte de fe y parte críticas en general mencionados aquí, elegimos el Samba Vallarta. No antes nos habíamos reservado de un colaborador de mi compañero de viaje compartido sus menos de experiencias placenteras en esta propiedad. No es una gran manera de comenzar un viaje pero a veces sólo tienes que ir. Estoy contento de haberlo hecho jamás!!
Este es un 5 estrellas con 3,5 estrellas de servicio. (ten en cuenta los medios de estrellas cómo muchas comodidades del resort tiene)

Habitaciones: Sí, se puede decir que esto es un hotel viejo, pero está muy limpio y tenía las comodidades básicas decentes. champú, gel de baño y el jabón corporal ... si quieres productos de calidad, traiga su propio :) Las toallas en el baño y en la piscina parecía nuevo. Un par de cajones, un poco difícil para abrir y cerrar pero teníamos suficiente espacio para nuestras cosas. El balcón es enorme ... las habitaciones en general son bastante grandes. La insonorización de las habitaciones es menos de genial, no nos encanta escuchar al bebé al lado ... y no estoy seguro que me encantó escuchar nosotros ;)

comida: yo estaba bastante preocupado por esto, pero la comida era fantástico. desayuno a veces nos sentimos como si nada me atrajo ... pero me puede ser exigente primera cosa por la mañana.
Siempre había huevos revueltos, alubias, un par de carne hash (lo llaman los guisos) tortitas, gofres, tostadas, fruta, yogur, y la señora fresco hecho huevos y tortillas.
Sí, es cierto, los desayunos carne es cortó wieners ... esto recomiendo cambian ... por favor!!
El almuerzo era ensaladas, y fresca horno de ladrillo pizza (harán un fresco si quieres) arroz, un joven diferentes carnes, tortillas, dos sopas, unos diferentes verduras. tanto la cena como el almuerzo mismo ... mucha verdura y varias carnes a elegir (el pescado es siempre fantástico)
Hicimos la carta mexicana a la noche, la comida era una maravilla, pero ninguno de nosotros se interesaban por el ambiente, así que no nos molestamos en volver. (un poco de música ayudaría el ambiente estéril)

Actividades:
Siempre había un montón de actividades y aquellos que sí participamos parecían tener un buen tiempo. Estamos más sentarse y relajarse o caminar por la playa tipo de gente. Los espectáculos por la tarde estaban bastante bien y disfrutamos de las cosas que nos dimos cuenta de ellos.

personal: Esto es lo que hace de este complejo lo que es!
Salvador en la zona de la piscina es simplemente increíble ... incluso con mi exigente delicado margarita orden ;)
Martin en el bar de la piscina, Bruno en el bar de arriba, Islandia en el mostrador de recepción ... esas personas sólo hizo que nuestras vacaciones una alegría (estoy seguro de que puede perder muchos nombres ... lo siento). Cesar en la recepción de WestJet con fue de gran ayuda y siempre se tomaron el tiempo para hablar con nosotros y preguntar cómo estábamos haciendo. Volveremos al Samba y es el personal, que es la razón de que!!

Si estás buscando un bien dirigido, encantador pequeño hotel ... recomiendo encarecidamente el Samba Vallarta",4
"Prepárate para estar impresionado. Realmente una de las 7 maravillas. Va a estar caliente, asi que en consecuencia. Muchos vendedores, así que no ofrecen en su primer bocado. Puedes negociar una oferta mejor.",5
"Gran ciudad para visitar, tan diferente, gente amable, fue una experiencia increíble. Fácil de caminar. Malecón animada por la noche, como todo el lugar.",5
"El servicio de check in y check out tomaron más de dos horas. Es tan grande el complejo que hay que trasladarse en carritos, de los cuales no tienen suficientes. Mucha gente molesta esperando los carritos. No se ve voluntad para mejorar eso. Para qué? Si así tienen ocupación máxima! Cuando comentamos esto a personal de ventas mencionando que se pierde un día con check in a las 5 pm (real 7:20pm) y check out a las 10:00am (real 1:00pm) nos dijeron que es porque esto no es un hotel, sino un club vacacional. Pero eso si te presumen su categoría 5 diamantes. No sé a quién sobornaron. Instalaciones muy bonitas, buen servicio del personal, pésimo el traslado interno y servicio de Valet Parking.",2
Es un hotel con una muy buena ubicación para el trabajo ya que esta en la zona industrial y la otra porque si por suerte te toca piso alto puedes observar el amanecer por la Malinche ó el atardecer  en los volcanes. que suelen ser espectaculares. Además del muy buen servicio de las personas que te atienden.,4
"Hay varios pisos de lo mismo, te deslumbras en el primer piso con todo en oro las estatuas y demás pero los demás.pisos son la misma cosa ",3
"Súper bonito el paseo cuando subes al barquito la narrativa padrisima la historia interésante , la fundidora impactante , si creo que cuando llega le da un poco de incertidumbre si valdrá la pena ya que está muy descuido , pero en general vale la pena me gusto mucho",5
"Fue un poco difícil de encontrar este restaurante ya que caminamos al otro lado de la 6 lane calle principal del casco antiguo de la ciudad. Está un poco escondido al final de la calle y enfrente de un centro comercial muy concurrido. El restaurante...era bastante concurrida con los lugareños. El servicio era excelente, pero tengo que decir que la comida era normalita. Pasta con algunos mariscos, simplemente correcto. Su mole de casa con pollo era bueno, pero no tuvimos mejor en otros restaurantes. Tuve la Mole blanco con pollo. La Mole era bastante bueno, pero el pollo estaba seco y no licitación. Creo que la comida era auténtica de la zona, por lo demás todo de la feliz, locales personas no han estado allí. Supongo que no era para nosotros.Más",3
